단어명	영문약어명
처분재활용시설명	DSPS_REUTIL_FCLT_NM
첨부가능파일용량	ATCH_PSBLTY_FILE_CPCT
첨부가능파일크기	ATCH_PSBLTY_FILE_SZ
첨부파일관리번호	ATCH_FILE_MNG_NO
첨부파일구분코드	ATCH_FILE_SE_CD
첨부파일노출여부	ATCH_FILE_EXPSR_YN
첨부파일등록일시	ATCH_FILE_REG_DT
첨부파일등록일자	ATCH_FILE_REG_YMD
첨부파일등록점수	ATCH_FILE_REG_SCR
첨부파일사용여부	ATCH_FILE_USE_YN
첨부파일삭제여부	ATCH_FILE_DEL_YN
첨부파일시스템명	ATCH_FILE_SYS_NM
첨부파일일련번호	ATCH_FILE_SN
첨부파일확장자명	ATCH_FILE_EXTN_NM
청정연료규제여부	CLNRFL_RGL_YN
초상최저기온시분	FRSTSS_LOWST_ARTMP_HM
총괄기관확인일시	OVRL_INST_IDNTY_DT
총괄납부승인번호	OVRL_PAY_APRV_NO
총괄책임자직급명	OVRL_RBPRSN_JBGD_NM
총용수공급계획량	TOT_USWTR_SPLY_PLNQTY
총유효시간자료수	TOT_VLD_HR_DATA_CNT
총인조사시기일자	TPH_EXMN_TMNG_YMD
최고수위자료일자	HGHST_WTLV_DATA_YMD
최고수위측정일자	HGHST_WTLV_MSRMT_YMD
최고해면기압시분	HGHST_SLPR_HM
최근로그아웃일시	RCNT_LGT_DT
최근정도검사일시	RCNT_ABT_INSP_DT
최대깊이적설시분	MAX_DPTH_DSNW_HM
최대사업신청자수	MAX_BIZ_APLCNT_CNT
최대사업신청차수	MAX_BIZ_APLY_CYCL
최대첨부파일크기	MAX_ATCH_FILE_SZ
최상위검색설정명	HGHRK_SRCH_STNG_NM
최상위관리자여부	HGHRK_MNGR_YN
최상위부서아이디	HGHRK_DEPT_ID
최소사업신청자수	MIN_BIZ_APLCNT_CNT
최소사업신청차수	MIN_BIZ_APLY_CYCL
최저수위자료일자	LOWST_WTLV_DATA_YMD
최저수위측정일자	LOWST_WTLV_MSRMT_YMD
최종결재자아이디	LAST_APRVR_ID
최종공통지표점수	LAST_COM_IDCT_SCR
최종등록자아이디	LAST_RGTR_ID
최종로그아웃일시	LAST_LGT_DT
최종명세서배출량	LAST_SPCFCD_EHQTY
최종법인등록번호	LAST_CRNO
최종사용자아이디	LAST_USER_ID
최종산정근거내용	LAST_CMPTTN_BSS_CN
최종상환예정일자	LAST_RPMT_PRNMNT_YMD
최종수정자부서명	LAST_MDFR_DEPT_NM
최종수정자아이디	LAST_MDFR_ID
최종예상성장비율	LAST_EXPC_GROW_RT
최종예약실행일시	LAST_RSVT_EXCN_DT
최종이자수입일자	LAST_INT_INCM_YMD
최종작성자아이디	LAST_WRTR_ID
최종정전경보일시	LAST_OTG_ART_DT
최종평가상태코드	LAST_EVL_STTS_CD
최종평가자아이디	LAST_EVLTR_ID
최종폐기가능여부	LAST_DSCD_PSBLTY_YN
최종확인자아이디	LAST_IDFR_ID
최초가동개시일자	FRST_OPRTNG_STRT_YMD
최초납부기한일자	FRST_PAY_TERM_YMD
최초등록자부서명	FRST_RGTR_DEPT_NM
최초등록자아이디	FRST_RGTR_ID
최초연체발생일자	FRST_ARG_OCRN_YMD
최초이자지급일자	FRST_INT_GIVE_YMD
최초할당가능여부	FRST_ALOT_PSBLTY_YN
최하위검색설정명	LWTRK_SRCH_STNG_NM
추가매개변수여부	ADD_PARM_YN
추가의견답변내용	ADD_OPNN_ANS_CN
추가의견작성여부	ADD_OPNN_WRT_YN
추가정보응답자명	ADD_INFO_RSPDNT_NM
추가할당발생연도	ADD_ALOT_OCRN_YR
추심최소요청금액	EXCT_MIN_DMND_AMT
추천옵션노출여부	RCMDTN_OPT_EXPSR_YN
추천옵션사용여부	RCMDTN_OPT_USE_YN
출금계좌예금주명	TKMNY_BACNT_DPSTR_NM
출력권한신청여부	OTPT_AUTHRT_APLY_YN
출력엑셀파일내용	OTPT_EXCEL_FILE_CN
출력요청상태코드	OTPT_DMND_STTS_CD
출산입양공제여부	CHLDB_ADP_DDC_YN
출장분야구분코드	BZTRP_FLD_SE_CD
출장분야기타내용	BZTRP_FLD_ETC_CN
출장성격구분코드	BZTRP_PRSNL_SE_CD
출장성격기타내용	BZTRP_PRSNL_ETC_CN
출제기간시작일자	STXQ_PRD_BGNG_YMD
출제기간종료일자	STXQ_PRD_END_YMD
출제위원작업일시	STXQ_MBCMT_JOB_DT
출제자회원아이디	STXQR_MBR_ID
출제지침확인여부	STXQ_NDL_IDNTY_YN
출제지침확인일시	STXQ_NDL_IDNTY_DT
출처분류구분코드	SRC_CLSF_SE_CD
충돌방지일련번호	CRASH_PRV_SN
취급제한물질여부	HNDL_LMT_SBSTN_YN
취소대상정보내용	RTRCN_TRGT_INFO_CN
취소유형코드설명	RTRCN_TYPE_CD_EXPLN
측정기기고유번호	MSRMT_ISTR_UNQ_NO
측정기기설치여부	MSRMT_ISTR_INSTL_YN
측정당시날씨내용	MSRMT_TTM_WTHR_CN
측정대상측정소수	MSRMT_TRGT_MSRSTN_CNT
측정방식일련번호	MSRMT_MTH_SN
측정성과종료일시	MSRMT_OTCM_END_DT
측정소내부사진명	MSRSTN_INSD_PHOTO_NM
측정소도로명주소	MSRSTN_ROAD_NM_ADDR
측정소주변사진명	MSRSTN_ARND_PHOTO_NM
측정소측면사진명	MSRSTN_SIDE_PHOTO_NM
측정위치우편번호	MSRMT_PSTN_ZIP
측정장소상세주소	MSRMT_PLC_DADDR
측정장소해발고도	MSRMT_PLC_ELVT_ALTD
측정하천구분코드	MSRMT_RVR_SE_CD
측정항목그룹코드	MSRMT_ARTCL_GROUP_CD
침수식물면적비율	SMRPLT_AREA_RT
침수식물식생면적	SMRPLT_VGTTN_AREA
침수예측파일내용	FLDNG_PREDC_FILE_CN
카카오연계버튼명	KAKAO_LINK_BTN_NM
커뮤니티마스터명	CMNTY_MST_NM
커뮤니티소개내용	CMNTY_INTDC_CN
컨설팅참석인원수	CNSLT_ATND_NOPE
컨트롤러클래스명	CNTRLR_PCLS_NM
컬럼추가클래스명	COL_ADD_PCLS_NM
코드그룹내부순서	CD_GROUP_INSD_SEQ
코드사용시작일자	CD_USE_BGNG_YMD
코드사용종료일자	CD_USE_END_YMD
코드정렬일련번호	CD_SORT_SN
콘텐츠발행파일명	CONTS_PBLCN_FILE_NM
콘텐츠분류아이디	CONTS_CLSF_ID
쿼리항목일련번호	QRY_ARTCL_SN
타유역방수로여부	OTHR_BSN_SPWY_YN
태풍현재위치주소	TYPHN_NOW_PSTN_ADDR
탭메뉴텍스트내용	TAB_MENU_TXT_CN
털물참새피발견수	CTPM_DSCV_CNT
텍스트볼드체여부	TXT_BOLD_YN
토지소유자법인명	LAND_OWNR_CORP_NM
토지이동사유코드	AOCR_RSN_CD
토지피복변화비율	LCV_VARTN_RT
통계로그고유번호	STATS_LOG_UNQ_NO
통계보정포함여부	STATS_CRCT_INCL_YN
통계역학분석코드	STATS_MECHNCS_ANLS_CD
통관결과결정일자	CSCL_RSLT_DCSN_YMD
통관결과통지일시	CSCL_RSLT_AVTSMT_DT
통관결과통지차수	CSCL_RSLT_AVTSMT_CYCL
통근버스노선설명	CMBUS_RTE_EXPLN
통근버스승하차명	CMBUS_GNGF_NM
통보그룹일련번호	NTFCTN_GROUP_SN
통보대상자기관명	NTFCTN_TRPR_INST_NM
통보대상자소속명	NTFCTN_TRPR_OGDP_NM
통보대상자직급명	NTFCTN_TRPR_JBGD_NM
통보문서일련번호	NTFCTN_DOC_SN
통보설정일련번호	NTFCTN_STNG_SN
통보유형코드설명	NTFCTN_TYPE_CD_EXPLN
통보파일일련번호	NTFCTN_FILE_SN
통합고지요청여부	INTG_INFRM_DMND_YN
통합자료조회여부	INTG_DATA_INQ_YN
퇴직급여추계금액	RTRM_SLRY_ESTM_AMT
퇴직연금가입일자	RTRM_PN_JOIN_YMD
퇴직연금계좌번호	RTRM_PN_ACTNO
퇴직연금사업자명	RTRM_PN_BZMN_NM
투자비용합계금액	IVST_CST_SUM_AMT
특보발효현황내용	SPNWS_EFCTN_PRCND_CN
특보발효현황일시	SPNWS_EFCTN_PRCND_DT
특성분류소분류명	CHRTC_CLSF_SCLSF_NM
특성분류중분류명	CHRTC_CLSF_MCLSF_NM
특수채권회수금액	SPCL_BND_RTRVL_AMT
특이현상목록내용	EXCPTN_PRST_LIST_CN
팀장결재사용여부	TMLDR_ATRZ_USE_YN
팀장결재완료일자	TMLDR_ATRZ_CMPTN_YMD
파일등록자아이디	FILE_RGTR_ID
파일명시간유형명	FILE_NM_HR_TYPE_NM
파일복사시작일시	FILE_COPY_BGNG_DT
파일복사종료일시	FILE_COPY_END_DT
파일생성구분코드	FILE_CRT_SE_CD
파일업로드경로명	FILE_ULD_PATH_NM
파일업로드첨부수	FILE_ULD_ATCH_CNT
파일첨부가능여부	FILE_ATCH_PSBLTY_YN
파일첨부사용여부	FILE_ATCH_USE_YN
파일첨부일련번호	FILE_ATCH_SN
팝업게시시작일시	POPUP_PSTG_BGNG_DT
팝업게시종료일시	POPUP_PSTG_END_DT
팝업구역연계주소	POPUP_ZONE_LINK_ADDR
팝업기간사용여부	POPUP_PRD_USE_YN
팝업기간제한여부	POPUP_PRD_LMT_YN
팝업이미지경로명	POPUP_IMG_PATH_NM
평가결과공개여부	EVL_RSLT_RLS_YN
평가결과사용여부	EVL_RSLT_USE_YN
평가결과적합여부	EVL_RSLT_STBLT_YN
평가결과확정여부	EVL_RSLT_CFMTN_YN
평가그룹구분코드	EVL_GROUP_SE_CD
평가방법구분코드	EVL_MTHD_SE_CD
평가부서사용여부	EVL_DEPT_USE_YN
평가사업일련번호	EVL_BIZ_SN
평가상태변경일시	EVL_STTS_CHG_DT
평가소속구분코드	EVL_OGDP_SE_CD
평가예외부서여부	EVL_EXCP_DEPT_YN
평가위원선정배수	EVL_MBCMT_SLCTN_MLTV
평가위원선정순서	EVL_MBCMT_SLCTN_SEQ
평가위원선정연도	EVL_MBCMT_SLCTN_YR
평가위원선정차수	EVL_MBCMT_SLCTN_CYCL
평가위원일련번호	EVL_MBCMT_SN
평가위원확인일시	EVL_MBCMT_IDNTY_DT
평가위원확정여부	EVL_MBCMT_CFMTN_YN
평가위원활동순서	EVL_MBCMT_ACTV_SEQ
평가위원후보순서	EVL_MBCMT_CNDT_SEQ
평가직급구분코드	EVL_JBGD_SE_CD
평가파일일련번호	EVL_FILE_SN
폐기물물질이동량	WST_SBSTN_MVMN_QNT
폐기물연간배출량	WST_ANL_EHQTY
폐기물월간배출량	WST_MTHL_EHQTY
폐기물이동물질수	WST_MVMN_SBSTN_CNT
폐기물처리배출량	WSTDSP_EHQTY
폐기이력일련번호	DSCD_HSTRY_SN
폐기처리업체여부	DSCD_PRCS_BZENTY_YN
폐쇄가동중지여부	CLSG_OPRTNG_HLT_YN
폐수처리방법내용	WWT_PRCS_MTHD_CN
폐수처리업체여부	WWT_PRCS_BZENTY_YN
포기신청확인일자	ABND_APLY_IDNTY_YMD
포획채취방법내용	CPTR_PCKNG_MTHD_CN
포획채취장소내용	CPTR_PCKNG_PLC_CN
표본기타정보내용	SAMPLE_ETC_INFO_CN
표준산업분류설명	STD_INDST_CLSF_EXPLN
표지이미지경로명	CVR_IMG_PATH_NM
품질관리상태코드	QLT_MNG_STTS_CD
품질관리일련번호	QLT_MNG_SN
품질등급구분코드	QLT_GRD_SE_CD
프로그램경로내용	PRGRM_PATH_CN
프로그램관리번호	PRGRM_MNG_NO
프로그램구분코드	PRGRM_SE_CD
프로그램국문설명	PRGRM_KRN_EXPLN
프로그램기능순서	PRGRM_FWK_SEQ
프로그램기타내용	PRGRM_ETC_CN
프로그램메뉴번호	PRGRM_MENU_NO
프로그램사용여부	PRGRM_USE_YN
프로그램상세내용	PRGRM_DTL_CN
프로그램수강금액	PRGRM_ATNLC_AMT
프로그램시작시분	PRGRM_BGNG_HM
프로그램시작일시	PRGRM_BGNG_DT
프로그램시작일자	PRGRM_BGNG_YMD
프로그램영문설명	PRGRM_ENG_EXPLN
프로그램일련번호	PRGRM_SN
프로그램접근일자	PRGRM_ACS_YMD
프로그램종료시각	PRGRM_END_TM
프로그램종료시분	PRGRM_END_HM
프로그램종료일시	PRGRM_END_DT
프로그램종료일자	PRGRM_END_YMD
프로그램준비물명	PRGRM_SPPLS_NM
프로세스일련번호	PROCS_SN
피승계인상세주소	SCSR_DADDR
피승계인생년월일	SCSR_BRDT
피승계인우편번호	SCSR_ZIP
피승계인전화번호	SCSR_TELNO
피해보상청구금액	DAM_CMPN_CLM_AMT
픽셀수정목록내용	PXL_MDFCN_LIST_CN
필수입력정보내용	ESNTL_INPT_INFO_CN
필수항목일련번호	ESNTL_ARTCL_SN
하구측정촬영일자	RVMTH_MSRMT_SHT_YMD
하도실측대체여부	RVCRS_RLMSR_SBST_YN
하수관로보급비율	SWAGE_PPL_SPLY_RT
하수제외방식내용	SWAGE_EXCL_MTH_CN
하수처리시설순서	SWTRMT_FCLT_SEQ
하수처리시설용량	SWTRMT_FCLT_CPCT
하위공통분류코드	LWR_COM_CLSF_CD
하위구분사용여부	LWR_SE_USE_YN
하위범주산정여부	LWR_CTGRY_CMPTTN_YN
하위법령구분코드	LWGSLT_SE_CD
하위법령댓글내용	LWGSLT_CMNT_CN
하위법령시행일시	LWGSLT_ENFC_DT
하위법령시행일자	LWGSLT_ENFC_YMD
하위법령일련번호	LWGSLT_SN
하위사이트아이디	LWR_SITE_ID
하천공사구분코드	RVR_CSTRN_SE_CD
하천민원기타내용	RVR_CVLCPT_ETC_CN
하천민원답변내용	RVR_CVLCPT_ANS_CN
하천사업구분코드	RVR_BIZ_SE_CD
하천측정촬영일자	RVR_MSRMT_SHT_YMD
학교광역소재지명	SCHL_WAREA_LCTN_NM
학습과제시작일시	LRN_ASMT_BGNG_DT
학습과제종료일시	LRN_ASMT_END_DT
학습목표만족여부	LRN_GOAL_STFC_YN
학습자료구분코드	LRN_DATA_SE_CD
학습자료일련번호	LRN_DATA_SN
학습평가제출여부	LRN_EVL_SBMSN_YN
학습평가제출일시	LRN_EVL_SBMSN_DT
한국서명자기관명	KOR_SIGR_INST_NM
한국서명자직위명	KOR_SIGR_JBPS_NM
할당경계유상여부	ALOT_MGNL_CMPNS_YN
할당경계일련번호	ALOT_MGNL_SN
할당경계조정계수	ALOT_MGNL_AJMT_CFC
할당계수대상여부	ALOT_CFC_TRGT_YN
할당계수적용여부	ALOT_CFC_APLCN_YN
할당대상사업장수	ALOT_TRGT_BPLC_CNT
할당대상선택여부	ALOT_TRGT_CHC_YN
할당대상시설여부	ALOT_TRGT_FCLT_YN
할당대상업체여부	ALOT_TRGT_BZENTY_YN
할당대상정보내용	ALOT_TRGT_INFO_CN
할당대상지정사유	ALOT_TRGT_DSGN_RSN
할당대상통보일시	ALOT_TRGT_NTFCTN_DT
할당대상통보일자	ALOT_TRGT_NTFCTN_YMD
할당문서일련번호	ALOT_DOC_SN
할당산정관리내용	ALOT_CMPTTN_MNG_CN
할당산정관리번호	ALOT_CMPTTN_MNG_NO
할당상세일련번호	ALOT_DTL_SN
할당지정통보여부	ALOT_DSGN_NTFCTN_YN
할당최종통보여부	ALOT_LAST_NTFCTN_YN
할당확정자아이디	ALOT_DTMR_ID
항목그룹일련번호	ARTCL_GROUP_SN
항목목록일련번호	ARTCL_LIST_SN
해당연도공제금액	RLVT_YR_DDC_AMT
해상도고유아이디	RSLU_UNQ_ID
해외공개유형내용	OVSEA_RLS_TYPE_CN
해외공개유형여부	OVSEA_RLS_TYPE_YN
해외방문국가순서	OVSEA_VST_NTN_SEQ
행정구역각도경도	ADMDST_ANGL_LOT
행정구역각도위도	ADMDST_ANGL_LAT
행정구역시군구명	ADMDST_SGG_NM
행정구역읍면동명	ADMDST_EMD_NM
행정규칙일련번호	PBADMS_RUL_SN
행정정보등록번호	PBADMS_INFO_REG_NO
행정정보반려내용	PBADMS_INFO_RJCT_CN
행정정보반려차수	PBADMS_INFO_RJCT_CYCL
행정정보키워드명	PBADMS_INFO_KYWD_NM
행정정보평가여부	PBADMS_INFO_EVL_YN
행정처분대상여부	ADMDSP_TRGT_YN
행정처분시작일자	ADMDSP_BGNG_YMD
행정처분시행일자	ADMDSP_ENFC_YMD
행정처분일련번호	ADMDSP_SN
행정처분종료일자	ADMDSP_END_YMD
행정표준코드여부	PBADMS_STD_CD_YN
향후개선필요여부	HCFH_IMPV_NEED_YN
허가번호일련번호	PRMSN_NO_SN
허가서발급기관명	PERMD_ISSU_INST_NM
헬프데스크영문명	HDESK_ENG_NM
현금상환할인비율	CASH_RPMT_DSCNT_RT
현장담당자직급명	GRNDS_PIC_JBGD_NM
현장조사예정일자	GRNDS_EXMN_PRNMNT_YMD
현장조사자아이디	GRNDS_EXMNR_ID
현장조사통보일자	GRNDS_EXMN_NTFCTN_YMD
현재상태비고내용	NOW_STTS_RMRK_CN
현재인증실적수량	NOW_CERT_PRFMNC_QTY
현행법령일련번호	EXSTN_STT_SN
현행법령지정일시	EXSTN_STT_DSGN_DT
현황사유작성일자	PRCND_RSN_WRT_YMD
형태감축수단내용	FRM_CTBK_MNS_CN
호소생물측정망명	LKMR_AEM_NM
홍수추적구간비율	FLOOD_TRC_ISEG_RT
화재보험가입여부	FIRE_INSRNC_JOIN_YN
확인관리자아이디	IDNTY_MNGR_ID
확인부서장아이디	IDNTY_DH_ID
환경기준구분코드	ENV_CRTR_SE_CD
환경부이메일주소	MOE_EML_ADDR
환경이슈구분코드	ENV_ISSUE_SE_CD
환경인력출제일시	ENV_MNPW_STXQ_DT
환경인력출제일자	ENV_MNPW_STXQ_YMD
환경주제도아이디	ENVTHM_ID
환경주제도조회수	ENVTHM_INQ_CNT
환경청장명부코드	AOEO_ARON_CD
활동사이트아이디	ACTV_SITE_ID
활동자료변경여부	ATTD_CHG_YN
활동자료일련번호	ATTD_SN
활동자료증가비중	ATTD_INCRS_SPGR
활용목적기타내용	UTLZ_PRPS_ETC_CN
활용목적상세내용	UTLZ_PRPS_DTL_CN
활용확대상세내용	UTLZ_EXPD_DTL_CN
황사발생일련번호	YLDST_OCRN_SN
황사일기개황내용	YLDST_WTHST_CN
황소개구리발견수	BLFG_DSCV_CNT
회원구성자격내용	MBR_CPST_QLFC_CN
회원등급일련번호	MBR_GRD_SN
회원주민등록번호	MBR_RRNO
회원탈퇴임시내용	MBR_WHDWL_TMPR_CN
회원휴대전화번호	MBR_MBL_TELNO
회의비디오장비명	MTG_VDO_EQPMNT_NM
회의실사진경로명	CFRM_PHOTO_PATH_NM
회의실수용인원수	CFRM_ACTC_NOPE
회의요구장비내용	MTG_RQT_EQPMNT_CN
훈련사례일련번호	TRNG_CASE_SN
훈련사례종료일자	TRNG_CASE_END_YMD
휴양시설일련번호	RLX_FCLT_SN
가상사고수계아이디	VR_ACDNT_WTST_ID
가스공급자고객번호	GAS_SPLR_CUST_NO
가스열용량수식번호	GAS_HEAT_CPCT_EQTN_NO
가축분뇨처리업자량	LVEXTN_TMBIZM_QNT
간부상주담당자여부	LDR_RESD_PIC_YN
간부일정관리자여부	LDR_SCHDL_MNGR_YN
간부일정담당자여부	LDR_SCHDL_PIC_YN
간부일정비공개여부	LDR_SCHDL_PRVT_YN
간접최근연도배출량	IDRT_RCNT_YR_EHQTY
간행물관리용도내용	PBLC_MNG_USG_CN
간행물분류구분코드	PBLC_CLSF_SE_CD
간행물신청일련번호	PBLC_APLY_SN
간행물진행상태코드	PBLC_PRGRS_STTS_CD
감시산출물고유번호	MNTR_OTPTS_UNQ_NO
감축량산정근거내용	CTBK_QNT_CMPTTN_BSS_CN
감축량산정설치일자	CTBK_QNT_CMPTTN_INSTL_YMD
감축요약기준활동량	CTBK_SMRY_CRTR_ACTV_QNT
감축요약사업이후량	CTBK_SMRY_BIZ_AFTR_QNT
감축효과산정식내용	CTBK_EFCT_CCTFM_CN
강우량원시자료일시	AMRF_PRMTV_DATA_DT
개별신청인원제한수	INDIV_APLY_PEPL_LMT_CNT
개선연구과제사업명	IMPV_RSCH_ASMT_BIZ_NM
개선정도검사주기월	IMPV_ABT_INSP_CYCL_MM
개선첨부파일아이디	IMPV_ATCH_FILE_ID
개선측정위치기호명	IMPV_MSRMT_PSTN_SMBL_NM
개인계정이메일주소	INDV_ACNT_EML_ADDR
개인평가그룹아이디	INDV_EVL_GROUP_ID
건축물대장허가일자	BDRG_PRMSN_YMD
검색관계관리자여부	SRCH_REL_MNGR_YN
검증보고서일련번호	VRFC_RPTP_SN
검증산출물정보내용	VRFC_OTPTS_INFO_CN
검증심사자등록번호	VRFC_JDG_REG_NO
검증심사자등록일자	VRFC_JDG_REG_YMD
검증심사자일련번호	VRFC_JDG_SN
검증심사자처분내역	VRFC_JDG_DSPS_DSCTN
검토사업자등록번호	RVW_BRNO
검토아산화질소계수	RVW_NTRXD_CFC
검토첨부파일아이디	RVW_ATCH_FILE_ID
게시글답글일련번호	PSTAT_RPLY_SN
게시글답변등록일시	PSTAT_ANS_REG_DT
게시글답변등록자명	PSTAT_ANS_RGTR_NM
게시글답변상태코드	PSTAT_ANS_STTS_CD
게시글정렬구분코드	PSTAT_SORT_SE_CD
게시물갱신주기번호	PST_UPDT_CYCL_NO
게시물계층구조번호	PST_LYR_STRC_NO
게시물댓글비추천수	PST_CMNT_DCMD_CNT
게시물댓글일련번호	PST_CMNT_SN
게시물마스터아이디	PST_MST_ID
게시물분류구분코드	PST_CLSF_SE_CD
게시물사용자아이디	PST_USER_ID
게시물신고일련번호	PST_DCLR_SN
게시물엔티티아이디	PST_ENTT_ID
게시물접근사용자수	PST_ACS_USER_CNT
게시물조회사용자수	PST_INQ_USER_CNT
게시물추천일련번호	PST_RCMDTN_SN
게시판검토고유번호	BBS_RVW_UNQ_NO
게시판게시시작일시	BBS_PSTG_BGNG_DT
게시판게시종료일시	BBS_PSTG_END_DT
게시판관리고유번호	BBS_MNG_UNQ_NO
게시판관리자아이디	BBS_MNGR_ID
게시판그룹일련번호	BBS_GROUP_SN
게시판기능구분코드	BBS_FWK_SE_CD
게시판답변사용여부	BBS_ANS_USE_YN
게시판댓글고유번호	BBS_CMNT_UNQ_NO
게시판댓글사용여부	BBS_CMNT_USE_YN
게시판마스터아이디	BBS_MST_ID
게시판범주고유번호	BBS_CTGRY_UNQ_NO
게시판범주사용여부	BBS_CTGRY_USE_YN
게시판상세구분코드	BBS_DTL_SE_CD
게시판서식공통코드	BBS_TMPLT_COM_CD
게시판설명이미지명	BBS_EXPLN_IMG_NM
게시판속성고유번호	BBS_ATRB_UNQ_NO
게시판업무구분코드	BBS_TASK_SE_CD
게시판유형고유번호	BBS_TYPE_UNQ_NO
게시판주제구분코드	BBS_TPC_SE_CD
게시판최종수정일시	BBS_LAST_MDFCN_DT
게시판추천사용여부	BBS_RCMDTN_USE_YN
게시판키워드아이디	BBS_KYWD_ID
게시판통합검색일시	BBS_INTG_SRCH_DT
게시판파일고유번호	BBS_FILE_UNQ_NO
결과등록타임스탬프	RSLT_REG_TMST
결과첨부파일아이디	RSLT_ATCH_FILE_ID
결재담당자구분코드	ATRZ_PIC_SE_CD
결재업무대상아이디	ATRZ_TASK_TRGT_ID
결재프로세스아이디	ATRZ_PROCS_ID
경매용계정변동수량	AUCTN_ACNT_FLCTN_QTY
계산식유효소수점수	CALFM_VLD_DCPT_CNT
계약담당자전화번호	CTRT_PIC_TELNO
계약자휴대전화번호	CTRTR_MBL_TELNO
계정디렉토리경로명	ACNT_DIR_PATH_NM
계획기간별배출권량	PLAN_PRD_EMCRD_QNT
고객만족도조사여부	CUST_DGSTFN_EXMN_YN
고유식별정보검출수	UNQ_IDINFO_DTCT_CNT
고형물공공처리비율	SLD_PUB_PRCS_RT
고형물처리방법내용	SLD_PRCS_MTHD_CN
공공아이핀사용여부	PUB_IPIN_USE_YN
공공저작물관리번호	PUB_WRTS_MNG_NO
공공처리차집유형명	PUB_PRCS_ICPTG_TYPE_NM
공급받는자대표자명	SPLRCP_RPRSV_NM
공급받는자전화번호	SPLRCP_TELNO
공급자종사업장번호	SPLR_MRBPL_NO
공모전수상작아이디	PBCNTS_AWRT_ID
공사중예상처리효율	CSTRN_EXPC_DSPEFC
공정도첨부파일사유	PRCSDG_ATCH_FILE_RSN
공정도첨부파일여부	PRCSDG_ATCH_FILE_YN
공정생산품일련번호	PROCS_PRDT_SN
공통상세코드아이디	COM_DTL_CD_ID
공통코드상세코드명	COM_CD_DTL_CD_NM
과망간산칼륨소비량	PTPM_CNSM_QNT
과태료부과대상여부	FFNLG_LEVY_TRGT_YN
과학기술인등록번호	SCEGNR_REG_NO
관거이송대장균군수	SWR_TRNFR_CLFG_CNT
관계기본키정보내용	REL_PK_INFO_CN
관계사이트고유번호	REL_SITE_UNQ_NO
관계산출물고유번호	REL_OTPTS_UNQ_NO
